date,close,high,low,open,volume,company,sma_10,ema_20,rsi_14,macd_12_26_9,macdh_12_26_9,macds_12_26_9,bbl_20_2_0,bbm_20_2_0,bbu_20_2_0,bbb_20_2_0,bbp_20_2_0,target
2005-03-07,39.56720733642578,39.80654121377797,37.43007956282983,37.43007956282983,101548550,RELIANCE,37.38962821960449,37.02056578252191,73.27573350987669,0.7167965657861188,0.2298441864280655,0.4869523793580534,35.057953131030345,36.84085102081299,38.62374891059565,9.67891805091804,1.2645856588974822,1
2005-03-08,39.8503532409668,40.022265028999634,39.25033672896422,39.69529336058932,101433671,RELIANCE,37.7371639251709,37.290069349992855,74.49048699142072,0.8531397681662796,0.2929499110465809,0.5601898571196986,34.86715491693133,37.034001350402825,39.20084778387432,11.701929872333002,1.1498734398200745,0
2005-03-09,39.63125991821289,40.50094327358055,39.37507409568904,40.12003384202545,106666278,RELIANCE,38.00380058288575,37.51303988029952,71.7719174396143,0.9327614449320124,0.2980572702498509,0.6347041746821613,34.798081358219754,37.204904556274414,39.611727754329074,12.938203856506163,1.0040576648711872,1
2005-03-10,40.04586410522461,40.24811581681042,39.40539795079975,39.64136068205298,75587613,RELIANCE,38.32066154479981,37.75426123505429,73.7260508710831,1.0175871787416284,0.3063064032475736,0.7112807754940548,34.69395118120308,37.37850379943848,40.06305641767387,14.364152362223347,0.9967979185186242,0
2005-03-11,39.63799285888672,40.50430490872007,39.47281965366749,40.1807007027728,82768457,RELIANCE,38.64291534423828,37.93366424684786,68.68837557828947,1.0399129143120476,0.2629057110543942,0.7770072032576534,34.66770985866722,37.51519241333008,40.36267496799293,15.18042356435348,0.8727503864914784,0
2005-03-14,39.034610748291016,39.904293944308094,38.835726510567824,39.59417413167533,49492780,RELIANCE,38.79628982543945,38.03851629460436,61.94511018143747,0.9974206821979124,0.176330783152207,0.8210898990457053,34.7431150839582,37.63468952178955,40.526263959620906,15.366538024219391,0.7420690278946073,0
2005-03-15,38.48515701293945,39.3784379245307,38.37391783659126,39.102025534865646,70095617,RELIANCE,38.95337142944336,38.081053505874365,56.50511912774092,0.908931362682182,0.0702731709091812,0.8386581917730007,34.889892136449646,37.74137725830078,40.59286238015191,15.11065747461018,0.6304197151405486,1
2005-03-16,38.717750549316406,38.95370972148681,38.26605521881573,38.4986432884119,59880508,RELIANCE,39.1195556640625,38.14169131953551,58.17941591828955,0.8477984017163749,0.0073121679546993,0.8404862337616755,35.09987929173252,37.87368373870849,40.64748818568447,14.647661242104256,0.6521496606453498,0
2005-03-17,37.92222595214844,38.75145591405333,37.635700256591456,38.36043684906394,65083999,RELIANCE,39.14584846496582,38.12078985597483,50.954722918408784,0.7267800353540679,-0.0909649587260861,0.817744994080154,35.308147363576005,37.963517379760745,40.61888739594549,13.989062128370549,0.492224920188028,1
2005-03-18,38.552581787109375,38.69078620382254,37.42671263240764,37.75368801029631,67256937,RELIANCE,39.14450035095215,38.16191289703527,55.65390498567091,0.6739674783394207,-0.1150220125925866,0.7889894909320073,35.58123146589529,38.09043083190918,40.59963019792306,13.174959228404791,0.5920913183423858,0
2005-03-21,37.73345947265625,38.886297392415536,37.61884918091774,38.63011158820298,38254691,RELIANCE,38.96112556457521,38.12110780899918,49.07393882944879,0.5595664871796657,-0.1835384030018733,0.743104890181539,35.841417811450405,38.17537689208984,40.50933597272928,12.227562741485553,0.4053287987995655,0
2005-03-22,36.72219467163086,37.79412955096601,36.4794933182128,37.69300368690807,66773281,RELIANCE,38.6483097076416,37.98787798639268,42.407797029927615,0.3828885585575463,-0.2881730652991942,0.6710616238567405,35.90795387321284,38.19273681640625,40.47751975959967,11.964489238759926,0.1781877794658177,1
2005-03-23,37.2649040222168,38.42111290276818,36.35814231126223,36.675004325221074,191023424,RELIANCE,38.411674118042,37.91902332313784,46.600086662984246,0.2833953312387294,-0.3101330340944089,0.5935283653331384,35.951637208132794,38.207737350463866,40.46383749279494,11.809650603681614,0.2910479879512563,1
2005-03-24,37.75368118286133,38.25256831527943,37.41659255703984,37.41659255703984,113013930,RELIANCE,38.18245582580565,37.90327645263531,50.12159278576853,0.2412059912399158,-0.281857899274578,0.5230638905144939,36.06763948238704,38.251558685302726,40.43547788821843,11.418720062535993,0.3860128383466062,1
2005-03-28,38.16492462158203,38.650327316147326,37.85480483276342,37.888512252728965,56543733,RELIANCE,38.03514900207521,37.92819532586834,52.933937329267685,0.2382086232044358,-0.2278842138480465,0.4660928370524823,36.32256439890343,38.339032173156745,40.355499947410046,10.519137599227909,0.4568285806999374,0
2005-03-29,37.02220153808594,38.28627485166607,36.74916026171064,38.225598612293226,66827170,RELIANCE,37.83390808105469,37.8419102032224,45.29198979711333,0.1419882327757591,-0.2592836834213785,0.4012719161971377,36.24866358171835,38.31509895324707,40.38153432477579,10.786532870763187,0.1871672269613084,0
2005-03-30,36.61770248413086,37.396373179639546,36.34466117489914,36.94467423306706,81073602,RELIANCE,37.64716262817383,37.72531899188034,42.92941268221674,0.0327160566796536,-0.2948446876139872,0.3275607442936408,36.19003444173495,38.30026702880859,40.41049961588222,11.019414488605891,0.1013319681004868,1
2005-03-31,36.813209533691406,37.308725578276615,36.644665215841286,36.749162188683634,88299330,RELIANCE,37.45670852661133,37.638451424433775,44.43800542664727,-0.0376728757005508,-0.2921868959953534,0.2545140202948025,36.14685332636461,38.288132095336906,40.42941086430922,11.185078256837144,0.1555977243557627,1
2005-04-01,38.06379699707031,38.198630272292256,36.93792816407271,37.55142550898033,70413811,RELIANCE,37.47086563110353,37.678960526589634,52.99698052811139,0.0073703837662719,-0.1977149092228244,0.2050852929890964,36.18364122217282,38.308357048034665,40.43307287389652,11.092701382091038,0.4424487623268041,1
2005-04-04,38.09413909912109,38.3300982669976,37.693006712928415,38.22560129230831,48299339,RELIANCE,37.42502136230469,37.7185013430212,53.18540680476401,0.044997146375195,-0.1280705172911211,0.1730676636663161,36.161535569108594,38.28476085662842,40.40798614414824,11.091751600439832,0.4551103317608864,0
2005-04-05,37.48738479614258,38.414373181293634,37.31884047113184,38.15481628938712,54556466,RELIANCE,37.40041389465332,37.69649024331848,48.95874168913552,0.0255619630377523,-0.118004560502851,0.1435665235406034,36.116052575805725,38.180769729614255,40.24548688342278,10.815482078702365,0.3320871863265443,1
2005-04-06,38.53572463989258,38.62336971164217,37.61884950138492,37.61884950138492,61530703,RELIANCE,37.58176689147949,37.77641732870649,55.53392758047023,0.0936719127672418,-0.0399156886186892,0.1335876013859311,36.18800139824453,38.11503829956055,40.04207520087656,10.111688127770991,0.6091536804626669,0
2005-04-07,38.1211051940918,38.89302998867913,37.99301051096924,38.62336341655634,51138382,RELIANCE,37.66738700866699,37.809244744457466,52.64538214183714,0.1128918673031904,-0.0165565872661925,0.1294484545693829,36.24206364900146,38.03953056335449,39.83699747770753,9.450521011868853,0.522691552786291,0
2005-04-08,37.541316986083984,38.29301880398813,37.308725324806296,38.22560035698508,47054753,RELIANCE,37.64615058898926,37.783727815088575,48.82124009652341,0.0804128080552004,-0.039228517211346,0.1196413252665464,36.36100727843138,37.91430320739746,39.46759913636354,8.193720034728297,0.3799371663963138,0
2005-04-11,36.900856018066406,37.55143566086563,36.74242858761261,37.55143566086563,26125348,RELIANCE,37.519743728637685,37.69964478680074,44.93799010597762,0.0029589629557378,-0.0933458898486469,0.0963048528043847,36.38137942560349,37.77744636535645,39.1735133051094,7.391007461177771,0.1860500301492867,1
2005-04-12,36.99186706542969,37.23793953587385,36.74242349254072,36.95815604098173,46659100,RELIANCE,37.51671028137207,37.6322373847654,45.60016129915344,-0.0504978288619355,-0.1174421453330562,0.0669443164711207,36.365878238825296,37.675309181213386,38.98474012360145,6.9511357482954255,0.2390308668980805,0
2005-04-13,36.77950286865234,37.268276718402745,36.607587444806384,37.14692783239846,28987919,RELIANCE,37.53289031982422,37.55102457370701,44.26256017838967,-0.1087451905262568,-0.140551605597902,0.0318064150716451,36.28050750884479,37.59002647399903,38.89954543915328,6.967374529837231,0.1905262058380262,0
2005-04-15,35.71430969238281,36.66826326480373,35.464866116606494,36.66826326480373,54798014,RELIANCE,37.42300033569336,37.376099346914216,38.20843670997841,-0.2381140014411613,-0.2159363332102452,-0.0221776682309161,35.99973508844324,37.43985443115234,38.87997377386144,7.692975117503796,-0.0990978273798828,0
2005-04-18,34.95923614501953,35.52890923549917,34.71990227930024,35.52890923549917,62412014,RELIANCE,37.11254425048829,37.14592189911474,34.59610582749558,-0.3969915693101242,-0.2998511208633665,-0.0971404484467577,35.51116918021172,37.291704940795896,39.07224070138008,9.549232267127184,-0.1549907189202169,0
2005-04-19,34.65248489379883,35.76487309424926,34.5176515975042,35.3266585784825,50673926,RELIANCE,36.768378829956056,36.90845170813228,33.22195254695735,-0.5414143611075701,-0.3554191301286499,-0.1859952309789202,35.07350103426639,37.09670009613037,39.119899157994354,10.907703685886716,-0.1040471371313511,1
2005-04-20,35.73453140258789,35.862626089091385,34.726643828784674,34.827769696401084,60793889,RELIANCE,36.593093490600594,36.7966497742709,41.97689325702449,-0.562079056417474,-0.300867060350843,-0.261211996066631,34.91267463490171,36.99675369262695,39.08083275035219,11.266280685273069,0.1971750458889092,1
2005-04-21,36.6008415222168,36.80983545098058,35.394073380159384,35.5963251045624,85251326,RELIANCE,36.399605178833006,36.778001369313365,47.86969587291489,-0.5027565254628996,-0.1932356235170148,-0.3095209019458848,34.90274182825945,36.99068603515625,39.078630242053045,11.289026675052204,0.4066439343417946,1
2005-04-22,36.91096878051758,37.06602870736988,36.14915355770554,36.87726135349946,77975210,RELIANCE,36.2785915374756,36.7906649322852,49.83388203179574,-0.4258098435632292,-0.0930311532938754,-0.3327786902693537,34.888645209147896,36.97298927307129,39.05733333699468,11.27495560896662,0.4851222997135675,0
2005-04-25,36.857032775878906,36.99860828375125,36.37500110825528,36.74242608947107,48498327,RELIANCE,36.21016311645508,36.79698567929412,49.484672088926935,-0.3649740351108689,-0.0257562758732122,-0.3392177592376568,34.8745640003288,36.928156852722175,38.98174970511553,11.122097756373584,0.4826830141231817,1
2005-04-26,36.88737487792969,37.1267051745305,36.47950024204086,36.540176492313,54222699,RELIANCE,36.208815002441405,36.805594174402266,49.69822072580565,-0.3107309515716565,0.0227894461328002,-0.3335203977044568,34.89061880683106,36.864279365539545,38.83793992424805,10.707712683804465,0.5058509332540061,0
2005-04-27,36.3379135131836,37.7199681620188,35.9536366779567,37.41659057580655,187602973,RELIANCE,36.1434196472168,36.76105315904811,45.913046154984166,-0.308523391552626,0.0199976049214646,-0.3285209964740906,34.84485015990167,36.83006496429444,38.81527976868721,10.78040349001486,0.3760457936285204,1
2005-04-28,36.66489028930664,37.07950706079377,35.957009226340105,36.39184901009182,105195802,RELIANCE,36.13195838928223,36.7518947905013,48.43017342372202,-0.2771942681825692,0.0410613826332171,-0.3182556508157863,34.84811275534663,36.832424354553225,38.816735953759824,10.774808522541898,0.4577853434627981,0
2005-04-29,35.59969711303711,37.09299097041824,35.40081648575136,37.09299097041824,52691821,RELIANCE,36.120497131347655,36.64216167836186,41.63275567751376,-0.3344624246955377,-0.012965419103801,-0.3214970055917366,34.71587523368593,36.77174873352051,38.82762223335509,11.181809789538107,0.2149504527934939,1
2005-05-02,35.99071502685547,36.10195419491823,35.37047544871572,35.69745074858446,43024214,RELIANCE,36.22364501953125,36.58011914012316,44.70105513736619,-0.3443267886709549,-0.0182638264633746,-0.3260629622075803,34.67516609994115,36.66809463500977,38.66102317007838,10.870095950749604,0.3300542151324619,1
2005-05-03,36.469383239746094,36.60758763909777,35.43115568932497,35.93341395183218,48375663,RELIANCE,36.405334854125975,36.56957286389677,48.285049242498175,-0.3099469680943585,0.0128927952905774,-0.3228397633849359,34.70363021976158,36.586856842041016,38.47008346432045,10.294552660864106,0.4688105507576318,1
2005-05-04,36.4963493347168,36.74242541967278,36.20308501626903,36.540173668797706,29381639,RELIANCE,36.481516647338864,36.56259919445107,48.48759837851308,-0.2773279105726587,0.0364094822498217,-0.3137373928224805,34.699869573351805,36.53730506896973,38.37474056458765,10.057859998976346,0.4888551912841002,0
2005-05-05,36.48286819458008,36.90422360400709,36.35140239674175,36.59073267267608,24326384,RELIANCE,36.46971931457521,36.55500576589193,48.38556943658265,-0.249686655481689,0.0512405898726331,-0.3009272453543222,34.84221647900108,36.4346622467041,38.02710801440711,8.741377959923714,0.5151358209031858,1
2005-05-06,37.018836975097656,37.113220652303625,36.40533947165324,36.40533947165324,64922192,RELIANCE,36.48050613403321,36.599180166768654,52.65134416577817,-0.182429625206943,0.0947980961179033,-0.2772277213248463,34.957167863402326,36.37954883575439,37.80192980810646,7.819673513675506,0.7247246524558502,1
2005-05-09,37.30872344970703,37.41322041658753,36.823320740175376,37.02894357167538,44323347,RELIANCE,36.525675201416014,36.66675571752469,54.82599012379029,-0.1045315536529614,0.138156934137508,-0.2426884877904694,34.980346213611114,36.36791915893555,37.75549210425999,7.630752473136816,0.8390107503686975,0
2005-05-10,36.691856384277344,37.46715591042486,36.61769933485744,37.33232261954903,31828111,RELIANCE,36.50612335205078,36.669146257215424,49.6049803745635,-0.0915178269865038,0.1209365286431725,-0.2124543556296763,34.98302216256875,36.357469177246095,37.73191619192344,7.560740864424776,0.6216442698264899,0
2005-05-11,36.57387924194336,36.90759317335161,36.38173720705449,36.540171819039,43816108,RELIANCE,36.52971992492676,36.66007320814189,48.650760137532565,-0.0896902311008389,0.0982112996230698,-0.1879015307239089,34.98889327256279,36.33656978607177,37.68424629958077,7.417742078811005,0.5880439235576245,1
2005-05-12,37.23392868041992,37.39625118834886,36.93000710006929,37.292641390953406,51668659,RELIANCE,36.586623764038094,36.71472611026361,53.98404804062643,-0.0345827266270362,0.1226550432774981,-0.1572377699045343,34.96789623305752,36.35929107666016,37.7506859202628,7.653586208097483,0.814302445413384,0
2005-05-13,37.04052734375,37.23047742246144,36.88511263660318,37.195942050896825,24848524,RELIANCE,36.730706787109376,36.745754799167074,52.2709237483696,-0.0064412530941382,0.1206372134483168,-0.1270784665424551,35.03707487943393,36.42560195922852,37.8141290390231,7.623907389910951,0.7214308217209761,1
2005-05-16,37.31681823730469,37.551665386252544,37.1268644845528,37.1268644845528,33790996,RELIANCE,36.8633171081543,36.80014179327542,54.49268028370068,0.0377206137248151,0.1318392642138162,-0.094118650489001,35.27808268042763,36.543481063842776,37.80887944725792,6.92543975875998,0.8055706343542081,0
2005-05-17,36.32907104492188,37.55511906024216,36.25999661797765,37.43769733152843,50494417,RELIANCE,36.849285888671865,36.755277912479855,46.210931114403145,-0.0069041454387317,0.0697716040402154,-0.0766757494789472,35.69610433310941,36.62731037139893,37.55851640968845,5.084763412039479,0.3398639429868469,1
2005-05-18,36.58119201660156,36.71933719663903,36.132217413926725,36.47067439654328,62603483,RELIANCE,36.857770156860354,36.738698303348585,48.36793653608693,-0.0216756696016631,0.0440000639018272,-0.0656757335034903,35.8323914287408,36.66964340209961,37.50689537545842,4.566458223648129,0.4471775592578148,0
2005-05-19,36.21510314941406,36.95418741431018,36.10113162509642,36.67789336900538,42422193,RELIANCE,36.83099365234375,36.68883209821197,45.51387547465642,-0.0622054552075042,0.0027762226367889,-0.0649816778442931,35.79019512970199,36.65035648345948,37.51051783721696,4.693877147665288,0.246993205318935,0
2005-05-20,35.94916915893555,36.39469351699965,35.614162413878496,36.26345246777732,59314715,RELIANCE,36.72402687072754,36.61838800875707,43.50560181221856,-0.1144647741652633,-0.0395864770567761,-0.0748782971084872,35.699284803608926,36.60226650238037,37.50524820115182,4.93402067717705,0.1383662347014349,1
2005-05-23,36.68825912475586,36.81259238134229,36.05623850223861,36.19438369505709,28727787,RELIANCE,36.66198043823242,36.62504240075695,50.09614634196059,-0.0951454994466161,-0.0162137618705031,-0.0789317375761129,35.69739662990434,36.59382781982422,37.4902590097441,4.899357314209424,0.5526706935197553,0
2005-05-24,36.67789077758789,37.005989702576606,36.37396919426107,36.8263976632996,51323478,RELIANCE,36.66058387756348,36.63007557950276,50.00801053258439,-0.0797521409716495,-0.0006563227164292,-0.0790958182552203,35.69603778406402,36.58335361480713,37.47066944555024,4.8509266814946335,0.5532714279996491,0
2005-05-25,36.653717041015625,36.88511028889072,36.29798686923807,36.470671096211305,56454483,RELIANCE,36.6685676574707,36.63232714726589,49.78807653671898,-0.06871135031502,0.0083075743521601,-0.0770189246671802,35.718647284415205,36.59914379119873,37.47964029798225,4.811568881539039,0.5309900433428492,0
2005-05-26,36.63644790649414,36.85057531703102,36.37051559631352,36.67789108819504,108808070,RELIANCE,36.60881958007813,36.63271960052572,49.62018737600064,-0.0606557176505404,0.0130905656133118,-0.0737462832638523,35.71756270473033,36.59772167205811,37.47788063938588,4.809911257398097,0.5219995681880112,1
2005-05-27,36.69516372680664,37.258109858617104,36.5639226685532,36.68480200798598,58721979,RELIANCE,36.57428321838379,36.63866666017152,50.23464740720637,-0.048969208185909,0.0198216600623546,-0.0687908682482636,35.90058561759864,36.652495002746576,37.40440438789454,4.102909693277955,0.5283735812472012,0
2005-05-30,36.38778305053711,36.93345957362445,36.26344982245631,36.71242436373426,31958688,RELIANCE,36.48137969970704,36.61477298306347,47.00268799479402,-0.0637754532002361,0.0040123320384219,-0.0677877852386581,35.97219482824195,36.672348403930656,37.37250197961937,3.818427813658448,0.2967836177129859,1
2005-05-31,36.95418930053711,37.15450110983094,36.22201281066049,36.40160118172216,75922486,RELIANCE,36.54389152526856,36.64709834663239,53.0029387530765,-0.0294655972633179,0.0306577503802721,-0.0601233476435901,35.992662185940226,36.69658870697022,37.40051522800021,3.836468433897162,0.682974064672239,1
2005-06-01,37.368629455566406,37.58966470848068,37.02326095037012,37.16140982847704,61706710,RELIANCE,36.62263526916504,36.71581559510229,56.85232451146172,0.030811887387756,0.0727481880250769,-0.0419363006373208,35.985078608489644,36.740202713012685,37.49532681753575,4.110614796665804,0.9161082521333596,0
2005-06-02,36.59846115112305,37.66564068124721,36.50866327950494,37.57584649969985,53623380,RELIANCE,36.660971069335936,36.704638981389984,48.845603272310456,0.0162487768609196,0.0465480619985924,-0.0302992851376727,35.997081353286966,36.745982360839854,37.49488336839273,4.07609735507294,0.4015082045363766,1
2005-06-03,38.20787048339844,38.39091276912731,36.470677271883005,36.470677271883005,131507128,RELIANCE,36.88684120178223,36.84780388634317,61.15651519920971,0.1330396908249866,0.1306711807701275,0.0023685100548591,35.82602188565314,36.80543403625488,37.78484618685662,5.322106239187275,1.2159582644966769,0
2005-06-06,38.1491584777832,39.10237027625657,37.92121540290922,38.26658392181351,87661891,RELIANCE,37.03293113708496,36.97174241886128,60.58370836025031,0.2183428430175596,0.1727794663701603,0.0455633766473992,35.72378151163575,36.84745578765869,37.97113006368163,6.099060312323061,1.0792170907087408,0
2005-06-07,37.84177780151367,38.390908284626605,37.644919912665856,38.12842986947265,58967210,RELIANCE,37.14931983947754,37.05460293149484,57.54487793494248,0.2581671636595501,0.1700830296097207,0.0880841340498294,35.703988201902085,36.904951858520505,38.10591551513893,6.508414703926215,0.8900309296748449,1
2005-06-08,38.57395553588867,38.68101924922476,37.99028597190201,38.080080154032025,72495426,RELIANCE,37.34134368896484,37.19930317953235,62.38480255767583,0.3448338191706881,0.2053997480966869,0.1394340710740011,35.61301332806603,37.00495567321777,38.39689801836951,7.523005066908671,1.0636008805019357,1
2005-06-09,38.61540222167969,38.94004729736229,38.45307968383839,38.73628157093985,56698538,RELIANCE,37.5392391204834,37.33416975497496,62.64441293260815,0.4121116031907093,0.2181420256933665,0.1939695774973428,35.5162614952203,37.07402935028076,38.63179720534122,8.403553011961266,0.9947376678725668,1
2005-06-10,39.133445739746094,39.33030362506865,38.75008799722014,38.75008799722014,88373329,RELIANCE,37.78306732177735,37.50552937257221,65.81978491553457,0.5014510980585314,0.2459852164489509,0.2554658816095805,35.3812180905383,37.17867527008057,38.97613244962285,9.66929115405448,1.0437599548722811,1
2005-06-13,39.34412002563477,41.4370395384332,38.72591510896313,39.15762016475146,45665964,RELIANCE,38.07870101928711,37.68063324429246,67.04657313374625,0.582537812307244,0.2616575445581308,0.3208802677491132,35.24933449973522,37.28004035949707,39.31074621925893,10.894332946957398,1.0082172920847736,1
2005-06-14,39.65149688720703,39.71711741587745,39.01256851189213,39.44082336626842,46370063,RELIANCE,38.34843177795409,37.86833454361765,68.80576600180075,0.6639487732565073,0.2744548044059152,0.3894939688505921,35.219668031767064,37.44616165161133,39.6726552714556,11.891705433304164,0.9952484965463232,1
2005-06-15,39.71366500854492,39.85526409990797,39.21633939054885,39.21633939054885,48590532,RELIANCE,38.58293533325195,38.04408030218215,69.1643143583008,0.7251252022179884,0.268504986693917,0.4566202155240714,35.20740855221933,37.6027853012085,39.998162050197664,12.740421911842684,0.9406153871676348,1
2005-06-16,40.77048110961914,41.0985800314272,39.786188034265386,39.85525877248889,115223307,RELIANCE,39.00013732910156,38.30373752193806,74.52483300657495,0.8490963360801373,0.3139808964448527,0.5351154396352846,35.156223987364314,37.83055419921875,40.50488441107319,14.138467006172846,1.0496566761592574,1
2005-06-17,41.461219787597656,41.827308032691946,40.338777707700295,40.75321695195264,126440530,RELIANCE,39.32547225952148,38.60445011866754,77.3022155762572,0.9916500667102496,0.3652277016599721,0.6264223650502777,35.143617338563445,38.106156730651854,41.068696122740256,15.5488752803318,1.06624783891577,1
2005-06-20,43.55067825317383,44.60058812354106,42.57328933430199,43.17077444615676,337512174,RELIANCE,39.865624237060544,39.075519464811,83.25083796250676,1.258717054438378,0.5058357515104803,0.7528813029278978,34.73011274257046,38.44927768707275,42.16844263157504,19.345824776067147,1.1858260714736548,1
2005-06-21,44.63167953491211,44.75946299705664,42.894486448449946,43.65429416904063,230734168,RELIANCE,40.54461441040039,39.604677566725385,85.38492073078997,1.539846938473005,0.6295725084360856,0.9102744300369192,34.350700169622804,38.84696712493896,43.34323408025512,23.148612558892086,1.1432794657725565,1
2005-06-22,45.21188735961914,45.588333558289655,44.34501607480424,44.4140904983546,179770966,RELIANCE,41.20840759277344,40.13869754700097,86.3874557148387,1.7888416662434494,0.702853788965224,1.0859878772782254,34.11499516995821,39.27487564086914,44.43475611178008,26.275731681969237,1.0753051598985848,0
2005-06-23,44.93905258178711,45.24642808336957,44.66966635712357,45.18771536991092,89786122,RELIANCE,41.84077262878418,40.59587421698061,83.48731102874908,1.9417727479887503,0.6846278965684198,1.2571448514203305,34.125892833739705,39.69000587463379,45.25411891552789,28.037854458722343,0.9716876408310589,1
2005-06-24,45.21879959106445,45.48472821407668,44.417548745797575,44.82853404145168,90283194,RELIANCE,42.44930801391602,41.036152824036215,84.07755183711177,2.0617780834524737,0.6437065856257145,1.4180714978267592,34.23804796705092,40.11618766784668,45.99432736864245,29.305574844077825,0.9340328899062228,0
2005-06-27,44.80435943603516,46.62444255663446,44.56951226277539,44.759462345120966,174238637,RELIANCE,42.99533195495607,41.39502964422661,79.54141839794168,2.0992425580333816,0.5449368481652979,1.5543057098680837,34.582209230032994,40.537016487121576,46.49182374421018,29.379603005467377,0.8583107533693671,0
2005-06-28,43.48505783081055,46.27906836188082,43.31928142246325,46.27906836188082,140205952,RELIANCE,43.37868804931641,41.594079947710775,67.12594885976036,1.9994286415984064,0.3560983453842581,1.6433302962141485,35.01513564255917,40.86355991363526,46.71198418471136,28.624154544717488,0.7241200189716179,1
2005-06-29,44.33466720581055,44.69039373394563,43.7026466164716,43.79244080258625,123681858,RELIANCE,43.84078826904297,41.85508825800599,70.33698369135739,1.966216450470164,0.2583089234048121,1.7079075270653514,35.40793045932883,41.21186180114745,47.015793142966096,28.16631468786028,0.7690250125947014,1
2005-06-30,44.38302230834961,45.11519887067436,43.9754871466218,44.75946861958207,100769540,RELIANCE,44.202042388916006,42.09584388184824,70.51351530306994,1.921645865025568,0.1709906703681727,1.7506551946573947,36.04823619828647,41.60108985900879,47.15394351973112,26.695712441869308,0.7504957468102037,0
2005-07-01,44.21378707885742,44.55224406902402,44.0376489260721,44.41409888590492,49208211,RELIANCE,44.47729911804199,42.29755275775389,68.96655608459342,1.8513265462701585,0.0805370812902106,1.7707894649799476,36.46668944683788,41.901385688781744,47.33608193072559,25.94041296060949,0.7127443087093859,1
2005-07-04,44.51079940795898,44.8630757018548,44.13780336682097,44.34502297966755,53426086,RELIANCE,44.573311233520506,42.5083381530115,70.20210643841726,1.7988286157061353,0.02243132058095,1.7763972951251852,36.95855672369489,42.21946773529053,47.48037874688617,24.921730631853197,0.7177694763908852,0
2005-07-05,44.07219314575195,44.75946892549474,43.961675510298015,44.48317852693119,65828880,RELIANCE,44.51736259460449,42.65727672374869,66.02184751353244,1.7022097532852598,-0.0593500334719403,1.7615597867572002,37.61746752703417,42.53098850250244,47.44450947797071,23.105604400326467,0.6568330176002386,1
